order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
5705,48,146,Misal Pav,29/07/24,16:53:09,Pending,1056.38
5706,36,96,Kheer,25/06/24,20:24:47,Delivered,1529.93
5707,10,98,Jalebi,05/12/24,10:11:23,Cancelled,1042.17
5708,13,129,Idli Sambar,22/06/24,20:15:54,Delivered,664.81
5709,17,146,Baingan Bharta,23/02/24,11:50:16,Out for Delivery,441.61
5710,9,4,Gulab Jamun,02/08/24,12:38:48,Pending,1703.87
5711,14,71,Gulab Jamun,17/05/24,21:23:38,Delivered,1892.3
5712,2,132,Butter Chicken,06/07/24,12:20:09,Preparing,843.77
5713,29,63,Fish Curry,20/11/24,22:35:32,Delivered,1626.92
5714,15,33,Dosa,12/12/24,17:42:49,Delivered,1439.89
5715,34,109,Fish Curry,01/01/25,12:08:26,Out for Delivery,332.16
5716,35,118,Vada Pav,04/02/25,22:11:52,Out for Delivery,1670.86
5717,42,103,Idli Sambar,23/08/24,10:47:00,Preparing,1217.48
5718,21,88,Aloo Paratha,14/06/24,14:27:52,Pending,1967.91
5719,14,47,Dhokla,31/08/24,11:01:08,Preparing,1803.46
5720,15,9,Pav Bhaji,05/04/24,10:01:06,Confirmed,1301.86
5721,28,125,Veg Kolhapuri,12/08/24,14:16:56,Cancelled,142.66
5722,19,31,Samosa,10/07/24,22:46:06,Preparing,1044.86
5723,27,26,Pav Bhaji,29/07/24,18:42:47,Cancelled,701.62
5724,16,44,Rasgulla,26/04/24,12:13:10,Out for Delivery,1594.43
5725,46,72,Baingan Bharta,27/03/24,13:13:14,Out for Delivery,766.64
5726,2,68,Gulab Jamun,03/10/24,12:21:52,Pending,1749.2
5727,32,6,Tandoori Roti,05/08/24,12:50:01,Preparing,377.2
5728,6,22,Pani Puri,06/10/24,19:34:49,Delivered,1882.56
5729,23,92,Malpua,29/07/24,22:28:25,Cancelled,453.84
5730,24,146,Rajma Chawal,28/01/25,10:24:27,Out for Delivery,410.45
5731,13,104,Rasgulla,02/07/24,11:37:27,Confirmed,312.45
5732,20,81,Dal Makhani,19/07/24,11:40:45,Delivered,1978.91
5733,10,105,Palak Paneer,01/05/24,11:35:57,Confirmed,449.48
5734,36,53,Vada Pav,22/10/24,12:41:33,Cancelled,1822.27
5735,18,139,Rogan Josh,09/05/24,19:30:03,Delivered,146.09
5736,3,47,Pesarattu,22/07/24,12:23:48,Pending,198.5
5737,42,59,Dal Makhani,11/10/24,16:20:35,Pending,562.57
5738,12,22,Pav Bhaji,29/12/24,11:09:10,Confirmed,1651.04
5739,15,65,Chicken Tikka Masala,17/11/24,17:31:22,Confirmed,1082.46
5740,7,60,Baingan Bharta,04/04/24,22:51:32,Pending,244.76
5741,38,20,Pav Bhaji,06/11/24,21:56:51,Pending,968.58
5742,6,5,Thepla,15/11/24,13:36:26,Confirmed,145.15
5743,50,118,Mysore Pak,27/01/25,17:09:00,Confirmed,1795.05
5744,2,73,Dal Makhani,06/08/24,10:13:15,Delivered,1621.23
5745,32,41,Pani Puri,25/11/24,17:57:42,Out for Delivery,207.05
5746,31,141,Gulab Jamun,20/01/25,14:22:19,Pending,552.44
5747,21,3,Biryani,16/04/24,17:38:52,Preparing,741.78
5748,8,100,Kadhai Paneer,03/10/24,14:29:15,Confirmed,555.28
5749,23,56,Thepla,23/01/25,18:49:22,Out for Delivery,1523.61
5750,20,75,Mysore Pak,13/09/24,20:46:42,Confirmed,1735.99
5751,31,112,Butter Chicken,29/08/24,18:57:09,Delivered,1396.08
5752,36,106,Samosa,25/05/24,18:21:13,Delivered,1820.24
5753,9,47,Chilli Paneer,01/03/24,13:22:28,Preparing,173.19
5754,20,35,Veg Kolhapuri,11/03/24,15:44:26,Preparing,1311.75
5755,6,148,Kheer,19/07/24,15:55:06,Out for Delivery,1630.94
5756,29,123,Vada Pav,20/06/24,15:21:26,Cancelled,1355.47
5757,49,32,Paneer Tikka,28/02/24,22:24:26,Preparing,560.34
5758,34,23,Rogan Josh,28/01/25,11:47:36,Preparing,1415.95
5759,46,150,Pesarattu,16/09/24,16:13:53,Preparing,968.83
5760,28,85,Thepla,03/06/24,16:07:46,Out for Delivery,365.67
5761,3,90,Thepla,19/08/24,10:52:38,Confirmed,310.11
5762,7,105,Tandoori Chicken,02/02/25,16:21:46,Preparing,1904.16
5763,36,149,Kadhai Paneer,28/04/24,18:52:58,Preparing,1747.9
5764,48,36,Chicken Tikka Masala,14/10/24,18:20:35,Out for Delivery,236.1
5765,7,91,Mysore Pak,18/10/24,12:56:51,Cancelled,1062.14
5766,50,92,Jalebi,20/04/24,21:48:41,Confirmed,1482.84
5767,34,111,Gajar Ka Halwa,30/11/24,17:30:36,Preparing,310.22
5768,26,144,Gajar Ka Halwa,04/11/24,17:42:36,Delivered,1851.26
5769,25,93,Rasgulla,06/02/25,19:18:56,Preparing,1573.37
5770,39,69,Tandoori Chicken,25/01/25,13:31:53,Delivered,1310.21
5771,44,20,Jalebi,08/12/24,17:14:27,Delivered,1727.53
5772,6,8,Egg Curry,01/02/25,22:03:52,Confirmed,142.97
5773,32,30,Malpua,23/07/24,16:45:14,Preparing,701.7
5774,47,10,Paneer Tikka,22/11/24,16:52:38,Out for Delivery,874.55
5775,23,19,Chilli Paneer,22/08/24,16:13:56,Pending,317.11
5776,17,63,Kadhai Paneer,20/08/24,15:50:43,Preparing,1757.26
5777,11,22,Tandoori Roti,05/09/24,22:08:04,Cancelled,258.63
5778,11,61,Dosa,14/10/24,12:42:46,Out for Delivery,124.69
5779,10,4,Kolkata Roll,09/11/24,12:03:05,Cancelled,685.58
5780,1,43,Gulab Jamun,05/01/25,21:25:19,Confirmed,1097.58
5781,20,50,Tandoori Chicken,15/08/24,19:57:42,Pending,1934.67
5782,48,36,Biryani,27/08/24,10:05:44,Delivered,924.62
5783,29,83,Paneer Tikka,21/11/24,11:18:20,Delivered,1532.77
5784,39,10,Mysore Pak,04/05/24,13:44:14,Pending,1032.0
5785,27,21,Hyderabadi Biryani,22/06/24,12:10:05,Cancelled,863.26
5786,42,139,Veg Kolhapuri,08/05/24,17:14:31,Preparing,1949.85
5787,10,137,Mutton Curry,26/09/24,16:02:41,Confirmed,626.55
5788,48,78,Rasgulla,27/10/24,21:47:50,Preparing,1657.78
5789,46,51,Jalebi,31/10/24,20:30:58,Cancelled,1369.36
5790,35,49,Mysore Pak,05/06/24,16:52:44,Cancelled,1910.19
5791,34,77,Tandoori Roti,06/03/24,11:15:15,Out for Delivery,980.82
5792,46,13,Kadhai Paneer,19/10/24,10:14:11,Preparing,1767.84
5793,38,29,Gulab Jamun,11/01/25,12:05:34,Delivered,1448.57
5794,40,51,Baingan Bharta,12/02/24,12:14:51,Confirmed,543.99
5795,23,81,Kheer,02/08/24,10:13:27,Delivered,1626.44
5796,6,19,Paneer Tikka,23/07/24,21:55:02,Cancelled,870.76
5797,40,146,Egg Curry,22/04/24,22:59:57,Delivered,849.32
5798,41,68,Egg Curry,20/04/24,21:50:23,Cancelled,466.81
5799,23,147,Bombay Sandwich,02/08/24,16:23:18,Cancelled,145.08
5800,2,28,Baingan Bharta,04/10/24,20:39:46,Pending,117.06
5801,13,103,Idli Sambar,16/08/24,13:31:57,Preparing,773.14
5802,34,111,Aloo Paratha,23/04/24,18:04:48,Pending,705.5
5803,11,149,Aloo Paratha,25/12/24,16:35:58,Delivered,208.6
5804,39,69,Kheer,18/02/24,10:06:24,Cancelled,1989.02
5805,13,28,Baingan Bharta,05/08/24,13:23:25,Confirmed,684.33
5806,37,78,Dhokla,28/12/24,21:01:38,Out for Delivery,1379.38
5807,29,114,Paneer Tikka,08/08/24,14:16:20,Out for Delivery,349.86
5808,28,150,Butter Chicken,05/02/25,11:29:58,Out for Delivery,1497.06
5809,9,8,Chole Bhature,14/04/24,11:42:25,Out for Delivery,1662.83
5810,42,23,Tandoori Chicken,25/09/24,13:35:40,Preparing,161.3
5811,21,69,Paneer Tikka,22/01/25,18:00:37,Cancelled,1251.67
5812,37,127,Idli Sambar,03/06/24,22:28:54,Confirmed,1536.19
5813,15,74,Aloo Paratha,10/03/24,11:32:57,Confirmed,1556.88
5814,15,140,Fish Curry,13/06/24,12:42:42,Pending,1845.22
5815,1,28,Pav Bhaji,01/08/24,16:44:47,Preparing,1488.33
5816,26,83,Palak Paneer,09/06/24,10:39:51,Out for Delivery,1653.4
5817,16,108,Fish Curry,20/07/24,18:30:17,Out for Delivery,752.25
5818,24,71,Mysore Pak,14/05/24,10:57:05,Preparing,1610.95
5819,39,150,Malpua,18/06/24,14:32:46,Preparing,1023.19
5820,18,134,Aloo Paratha,15/09/24,20:47:39,Cancelled,516.2
5821,29,59,Bombay Sandwich,28/09/24,11:53:30,Preparing,1277.22
5822,36,52,Malpua,28/12/24,14:35:15,Preparing,1380.34
5823,8,133,Aloo Paratha,07/07/24,19:56:58,Preparing,1360.03
5824,9,87,Palak Paneer,17/01/25,10:39:09,Delivered,520.91
5825,3,101,Dal Baati Churma,10/07/24,19:56:06,Delivered,1808.18
5826,38,15,Litti Chokha,30/05/24,19:42:36,Preparing,972.38
5827,8,42,Pesarattu,08/11/24,15:04:44,Out for Delivery,686.04
5828,13,107,Dal Makhani,03/08/24,14:26:30,Pending,1510.2
5829,2,120,Pav Bhaji,22/05/24,17:46:24,Preparing,1116.43
5830,15,139,Dal Makhani,23/09/24,11:23:05,Delivered,1968.36
5831,45,30,Malpua,09/07/24,11:59:52,Out for Delivery,816.18
5832,18,103,Aloo Paratha,31/10/24,16:00:21,Delivered,914.91
5833,49,3,Veg Kolhapuri,18/02/24,10:41:09,Out for Delivery,789.59
5834,31,48,Mysore Pak,12/02/24,16:44:13,Cancelled,1832.47
5835,19,27,Tandoori Roti,25/01/25,14:20:24,Cancelled,865.69
5836,21,98,Biryani,28/02/24,22:44:18,Confirmed,283.36
5837,49,64,Thepla,12/02/24,13:28:44,Confirmed,248.11
5838,46,11,Chilli Paneer,05/08/24,18:59:43,Out for Delivery,1325.08
5839,16,72,Dal Makhani,08/01/25,13:15:46,Confirmed,1513.13
5840,15,27,Baingan Bharta,07/06/24,15:55:31,Out for Delivery,1545.99
5841,17,59,Jalebi,29/02/24,21:02:35,Preparing,915.44
5842,24,52,Mango Lassi,26/05/24,16:28:25,Pending,1626.59
5843,44,142,Rogan Josh,28/08/24,13:25:14,Out for Delivery,1190.4
5844,48,56,Chicken Tikka Masala,11/05/24,21:51:44,Pending,1413.23
5845,44,71,Kolkata Roll,26/07/24,18:52:17,Pending,1497.59
5846,3,8,Kheer,19/10/24,19:49:32,Delivered,391.92
5847,22,28,Chilli Paneer,04/03/24,21:43:27,Confirmed,641.8
5848,49,76,Chilli Paneer,19/09/24,17:04:34,Delivered,595.55
5849,14,33,Tandoori Chicken,31/07/24,12:37:55,Preparing,1830.89
5850,19,124,Chicken Tikka Masala,04/10/24,16:26:09,Delivered,1271.05
5851,10,40,Thepla,07/02/25,17:34:52,Preparing,1282.93
5852,33,127,Rajma Chawal,01/02/25,10:40:11,Pending,1106.78
5853,9,6,Tandoori Chicken,02/11/24,20:38:07,Cancelled,1807.06
5854,43,24,Dal Makhani,26/01/25,20:33:56,Pending,1295.44
5855,24,131,Pesarattu,29/11/24,15:03:47,Cancelled,244.53
5856,2,6,Idli Sambar,16/08/24,19:43:25,Delivered,823.09
5857,15,16,Malpua,29/06/24,12:31:10,Preparing,940.66
5858,11,135,Dosa,09/01/25,22:55:35,Confirmed,1084.39
5859,16,118,Bombay Sandwich,13/10/24,18:08:59,Confirmed,1683.9
5860,21,58,Kolkata Roll,15/02/24,16:26:52,Confirmed,915.33
5861,23,22,Aloo Paratha,30/12/24,13:58:41,Delivered,994.73
5862,13,13,Dosa,13/11/24,12:37:09,Delivered,813.5
5863,28,31,Palak Paneer,01/05/24,18:09:04,Preparing,471.32
5864,2,3,Palak Paneer,12/09/24,12:19:43,Pending,399.28
5865,5,102,Paneer Tikka,28/08/24,21:57:57,Preparing,1112.6
5866,4,97,Dal Baati Churma,28/10/24,16:27:14,Out for Delivery,1809.47
5867,30,42,Rogan Josh,26/03/24,19:50:48,Pending,1840.91
5868,40,5,Mutton Curry,08/09/24,10:56:43,Delivered,947.74
5869,31,32,Kadhai Paneer,18/11/24,19:57:28,Delivered,841.29
5870,16,58,Vada Pav,15/04/24,10:10:15,Cancelled,973.54
5871,19,105,Rasgulla,27/04/24,15:51:40,Delivered,1058.17
5872,9,122,Dhokla,27/06/24,11:10:57,Delivered,418.21
5873,50,128,Malpua,12/07/24,20:44:58,Preparing,1417.43
5874,23,47,Chole Bhature,18/10/24,13:15:18,Cancelled,1990.09
5875,6,94,Samosa,06/06/24,12:09:26,Out for Delivery,1229.53
5876,25,37,Rogan Josh,30/09/24,14:38:15,Cancelled,524.75
5877,21,64,Baingan Bharta,28/04/24,14:27:53,Out for Delivery,718.52
5878,41,8,Idli Sambar,22/07/24,19:10:35,Delivered,256.17
5879,48,115,Pesarattu,11/07/24,18:13:25,Cancelled,578.33
5880,34,119,Vada Pav,11/10/24,11:07:46,Preparing,1004.71
5881,44,75,Dal Makhani,08/10/24,17:40:01,Delivered,1118.49
5882,41,141,Aloo Paratha,24/04/24,17:16:03,Preparing,1244.99
5883,38,125,Kheer,20/02/24,17:00:45,Preparing,462.94
5884,14,12,Kheer,15/10/24,14:50:51,Pending,391.17
5885,8,94,Thepla,20/03/24,12:03:58,Pending,1505.43
5886,36,84,Chole Bhature,09/08/24,20:29:41,Delivered,1020.69
5887,5,2,Dosa,08/03/24,19:59:35,Pending,734.22
5888,46,26,Palak Paneer,19/04/24,12:32:26,Pending,1539.46
5889,33,109,Gajar Ka Halwa,11/12/24,17:26:07,Out for Delivery,656.83
5890,15,123,Litti Chokha,10/05/24,15:18:46,Confirmed,1841.86
5891,16,14,Aloo Paratha,24/02/24,16:07:36,Delivered,1781.56
5892,5,86,Pesarattu,21/06/24,21:38:06,Confirmed,187.24
5893,4,149,Fish Curry,11/03/24,21:36:45,Confirmed,1464.95
5894,21,133,Mutton Curry,23/05/24,10:28:32,Out for Delivery,1118.75
5895,22,85,Tandoori Roti,25/05/24,12:46:55,Preparing,1712.64
5896,36,40,Samosa,16/10/24,21:06:13,Confirmed,425.62
5897,43,26,Veg Kolhapuri,02/10/24,11:10:42,Pending,1081.86
5898,3,7,Tandoori Roti,29/01/25,16:50:47,Pending,884.84
5899,4,121,Pani Puri,01/12/24,17:09:29,Preparing,1315.48
5900,20,49,Pani Puri,03/05/24,14:34:01,Confirmed,1976.18
5901,33,144,Gajar Ka Halwa,01/01/25,21:49:27,Pending,384.71
5902,8,133,Gajar Ka Halwa,26/06/24,10:43:47,Pending,1501.11
5903,8,97,Pani Puri,22/03/24,14:19:50,Delivered,1609.95
5904,27,9,Mutton Curry,07/07/24,13:32:18,Delivered,492.61
5905,25,91,Pani Puri,09/12/24,22:22:09,Pending,767.01
5906,1,127,Idli Sambar,16/02/24,15:02:19,Confirmed,632.19
5907,2,1,Kadhai Paneer,09/12/24,14:10:36,Out for Delivery,905.66
5908,22,86,Fish Curry,26/10/24,17:12:19,Confirmed,1250.06
5909,37,143,Mutton Curry,11/11/24,16:06:18,Pending,477.58
5910,5,134,Dhokla,09/09/24,22:12:55,Cancelled,1756.8
5911,21,46,Rajma Chawal,05/09/24,17:10:56,Cancelled,870.64
5912,48,128,Rajma Chawal,04/06/24,21:36:41,Cancelled,185.99
5913,10,109,Mysore Pak,16/03/24,14:01:52,Pending,1951.19
5914,17,71,Jalebi,15/06/24,10:25:40,Confirmed,1035.06
5915,32,113,Mysore Pak,06/09/24,20:06:39,Preparing,780.16
5916,25,24,Malpua,13/10/24,12:43:24,Out for Delivery,1023.06
5917,7,73,Malpua,29/10/24,13:07:08,Pending,955.51
5918,31,145,Fish Curry,21/01/25,14:36:58,Confirmed,1501.91
5919,1,81,Veg Kolhapuri,23/11/24,14:20:12,Preparing,1195.04
5920,39,6,Paneer Tikka,28/04/24,17:27:45,Pending,1223.51
5921,44,131,Tandoori Roti,14/07/24,15:38:18,Cancelled,1686.73
5922,49,46,Mutton Curry,10/09/24,11:48:10,Confirmed,927.64
5923,28,38,Mutton Curry,08/08/24,21:37:43,Cancelled,757.72
5924,45,8,Jalebi,04/02/25,19:39:29,Out for Delivery,930.71
5925,35,150,Hyderabadi Biryani,15/10/24,11:20:57,Out for Delivery,1917.38
5926,19,144,Gajar Ka Halwa,01/10/24,22:46:45,Confirmed,802.78
5927,26,137,Baingan Bharta,06/03/24,16:07:58,Preparing,1934.39
5928,34,55,Litti Chokha,31/10/24,18:22:42,Preparing,1191.87
5929,9,119,Pav Bhaji,08/01/25,21:16:08,Cancelled,774.29
5930,18,87,Bombay Sandwich,24/04/24,12:23:38,Confirmed,1728.74
5931,31,44,Litti Chokha,06/10/24,15:20:09,Out for Delivery,233.66
5932,30,72,Pesarattu,23/07/24,11:59:51,Delivered,575.74
5933,11,6,Biryani,19/02/24,21:04:33,Pending,1078.7
5934,22,125,Dal Makhani,05/05/24,14:35:55,Out for Delivery,508.9
5935,31,35,Tandoori Roti,14/03/24,16:57:10,Delivered,619.98
5936,26,129,Biryani,12/07/24,19:31:59,Delivered,1575.19
5937,9,120,Gulab Jamun,18/08/24,22:04:53,Cancelled,1441.95
5938,35,73,Aloo Paratha,18/08/24,22:56:22,Pending,538.58
5939,3,83,Bombay Sandwich,21/07/24,17:31:44,Confirmed,175.14
5940,40,92,Egg Curry,12/12/24,11:00:15,Preparing,233.55
5941,45,56,Chilli Paneer,12/02/24,17:25:57,Delivered,338.55
5942,43,24,Paneer Tikka,22/12/24,21:55:40,Pending,644.78
5943,45,2,Rogan Josh,04/09/24,12:09:04,Preparing,783.71
5944,45,34,Tandoori Roti,25/02/24,12:49:50,Out for Delivery,937.94
5945,24,109,Aloo Paratha,13/11/24,15:13:48,Preparing,837.78
5946,38,43,Kadhai Paneer,14/12/24,12:39:53,Delivered,1461.55
5947,31,36,Chole Bhature,18/01/25,15:00:44,Pending,122.38
5948,25,65,Dhokla,11/10/24,19:03:04,Cancelled,1537.72
5949,23,133,Aloo Paratha,05/10/24,15:16:16,Out for Delivery,1686.73
5950,7,92,Dhokla,02/05/24,11:36:47,Pending,356.6
5951,12,104,Malpua,08/09/24,11:35:00,Out for Delivery,392.16
5952,10,72,Vada Pav,14/10/24,22:12:28,Cancelled,213.64
5953,15,17,Mutton Curry,14/02/24,17:40:54,Delivered,1920.98
5954,41,76,Misal Pav,16/01/25,11:01:59,Out for Delivery,716.43
5955,23,106,Dal Makhani,19/05/24,20:34:39,Out for Delivery,610.75
5956,22,122,Hyderabadi Biryani,22/11/24,20:40:58,Out for Delivery,1459.4
5957,18,79,Kadhai Paneer,01/09/24,17:05:49,Preparing,972.78
5958,8,21,Rasgulla,22/04/24,22:55:48,Cancelled,1855.69
5959,23,46,Bombay Sandwich,17/08/24,13:53:12,Confirmed,1235.51
5960,31,136,Pav Bhaji,26/08/24,17:50:26,Out for Delivery,606.79
5961,18,135,Chilli Paneer,01/06/24,20:45:50,Pending,1623.72
5962,36,38,Hyderabadi Biryani,24/09/24,14:09:16,Delivered,235.82
5963,29,31,Dosa,25/07/24,17:02:22,Delivered,1251.56
5964,50,100,Bombay Sandwich,21/12/24,13:49:24,Delivered,1976.82
5965,17,148,Rasgulla,11/04/24,22:33:42,Delivered,490.25
5966,21,104,Chole Bhature,08/03/24,14:16:44,Out for Delivery,900.02
5967,12,5,Aloo Paratha,27/10/24,19:00:28,Confirmed,1728.46
5968,29,18,Pani Puri,01/06/24,11:13:10,Confirmed,1160.55
5969,32,95,Malpua,28/05/24,17:19:23,Confirmed,784.32
5970,6,20,Hyderabadi Biryani,03/03/24,13:51:28,Confirmed,1228.0
5971,34,5,Mutton Curry,17/02/24,12:23:04,Delivered,1543.09
5972,32,56,Thepla,01/10/24,10:50:01,Cancelled,1918.69
5973,17,64,Pav Bhaji,04/02/25,15:13:30,Cancelled,1228.45
5974,3,71,Malpua,29/06/24,15:02:05,Preparing,1629.8
5975,45,54,Paneer Tikka,09/02/25,17:20:19,Pending,423.88
5976,22,91,Samosa,06/05/24,10:52:58,Out for Delivery,504.93
5977,9,60,Mysore Pak,20/11/24,15:03:09,Pending,835.41
5978,30,47,Chole Bhature,08/06/24,10:24:18,Preparing,538.05
5979,12,30,Rogan Josh,07/04/24,22:56:10,Cancelled,613.69
5980,35,114,Tandoori Chicken,12/04/24,14:39:06,Delivered,1791.48
5981,27,146,Misal Pav,15/05/24,22:43:23,Cancelled,341.02
5982,32,134,Gajar Ka Halwa,07/01/25,12:45:29,Confirmed,1768.86
5983,19,36,Kheer,22/12/24,12:58:21,Out for Delivery,1597.54
5984,14,49,Chilli Paneer,08/03/24,17:58:39,Pending,717.1
5985,11,65,Fish Curry,25/12/24,14:50:36,Delivered,815.43
5986,19,60,Rasgulla,01/12/24,20:08:58,Pending,1848.31
5987,15,116,Pesarattu,23/11/24,13:35:58,Pending,1972.25
5988,32,56,Pesarattu,20/04/24,18:38:47,Confirmed,125.16
5989,32,114,Kheer,15/09/24,14:06:12,Out for Delivery,765.81
5990,19,39,Vada Pav,30/08/24,11:25:23,Delivered,1578.61
5991,24,105,Chole Bhature,02/05/24,19:02:12,Confirmed,424.46
5992,24,144,Malpua,08/01/25,21:04:00,Confirmed,1054.28
5993,36,110,Idli Sambar,12/01/25,10:38:08,Cancelled,248.35
5994,5,61,Kadhai Paneer,07/10/24,17:01:12,Pending,290.39
5995,7,141,Mango Lassi,20/01/25,19:40:48,Out for Delivery,385.87
5996,40,66,Kheer,07/01/25,21:56:53,Delivered,995.21
5997,6,16,Idli Sambar,08/10/24,21:32:52,Out for Delivery,1310.11
5998,3,115,Thepla,11/01/25,15:43:47,Confirmed,837.35
5999,10,25,Dhokla,27/10/24,18:54:13,Out for Delivery,1563.96
6000,21,18,Dhokla,05/08/24,12:45:24,Pending,1562.67
6001,42,16,Biryani,25/12/24,10:27:33,Out for Delivery,1480.51
6002,40,147,Mysore Pak,28/02/24,21:02:15,Preparing,1179.66
6003,23,134,Kolkata Roll,14/07/24,12:35:46,Out for Delivery,1511.87
6004,48,133,Pesarattu,17/05/24,17:11:05,Pending,1794.38
6005,33,128,Aloo Paratha,15/06/24,18:33:36,Pending,349.92
6006,16,20,Dosa,18/12/24,13:28:13,Pending,1719.08
6007,15,130,Kolkata Roll,17/02/24,15:25:14,Pending,317.65
6008,32,91,Dal Baati Churma,29/04/24,11:34:40,Pending,1981.38
6009,12,63,Dhokla,20/04/24,14:46:55,Delivered,1500.83
6010,31,135,Egg Curry,09/08/24,19:51:42,Delivered,219.51
6011,3,104,Butter Chicken,10/12/24,20:36:50,Confirmed,755.73
6012,13,117,Bombay Sandwich,19/04/24,12:38:02,Preparing,1714.3
6013,2,39,Idli Sambar,28/12/24,22:57:54,Pending,1852.45
6014,3,122,Butter Chicken,19/12/24,16:17:11,Confirmed,1623.9
6015,50,114,Pesarattu,18/11/24,22:21:53,Cancelled,1359.36
6016,23,50,Butter Chicken,17/12/24,19:33:32,Out for Delivery,1787.32
6017,48,140,Bombay Sandwich,16/09/24,14:04:57,Preparing,862.93
6018,24,122,Kheer,23/07/24,14:22:00,Cancelled,896.49
6019,38,14,Rogan Josh,16/11/24,17:08:05,Delivered,1585.07
6020,24,99,Aloo Paratha,11/11/24,15:04:46,Confirmed,1615.56
6021,34,60,Pani Puri,05/01/25,14:25:36,Preparing,904.6
6022,46,115,Mysore Pak,19/10/24,14:52:20,Pending,1762.83
6023,8,72,Dal Makhani,13/10/24,16:14:57,Confirmed,223.32
6024,43,1,Jalebi,14/05/24,20:49:49,Confirmed,1383.24
6025,24,64,Pav Bhaji,26/06/24,19:48:37,Pending,1804.48
6026,48,123,Dhokla,19/11/24,13:03:05,Confirmed,728.3
6027,12,112,Vada Pav,02/09/24,10:23:50,Preparing,1861.82
6028,17,98,Litti Chokha,03/09/24,19:33:39,Delivered,977.99
6029,26,47,Bombay Sandwich,15/01/25,13:20:41,Cancelled,1753.97
6030,2,38,Bombay Sandwich,07/11/24,17:05:11,Pending,1989.08
6031,45,55,Litti Chokha,02/06/24,22:56:44,Confirmed,1042.47
6032,29,91,Butter Chicken,31/12/24,16:02:16,Cancelled,1408.55
6033,17,18,Rogan Josh,07/10/24,18:28:03,Delivered,1379.46
6034,47,4,Misal Pav,31/03/24,11:45:16,Delivered,1940.98
6035,45,136,Kadhai Paneer,26/12/24,20:43:22,Out for Delivery,294.28
6036,12,46,Tandoori Roti,11/02/24,15:17:35,Pending,249.23
6037,19,107,Aloo Paratha,08/06/24,18:34:37,Pending,1703.88
6038,25,3,Veg Kolhapuri,04/11/24,14:16:51,Pending,1350.65
6039,34,113,Gajar Ka Halwa,16/12/24,13:14:32,Pending,221.99
6040,4,3,Rasgulla,02/03/24,20:52:58,Cancelled,1229.55
6041,13,22,Paneer Tikka,18/07/24,14:55:42,Pending,291.61
6042,11,2,Aloo Paratha,07/08/24,11:09:49,Delivered,551.44
6043,37,69,Gajar Ka Halwa,12/08/24,19:17:29,Out for Delivery,250.32
6044,43,139,Fish Curry,21/10/24,16:29:27,Confirmed,1966.95
6045,17,1,Bombay Sandwich,16/03/24,19:06:50,Preparing,734.94
6046,50,123,Litti Chokha,27/06/24,18:13:15,Out for Delivery,1965.33
6047,41,85,Tandoori Roti,20/12/24,21:58:29,Confirmed,1714.77
6048,44,72,Idli Sambar,06/09/24,10:40:03,Cancelled,368.26
6049,22,140,Gulab Jamun,03/10/24,16:24:44,Confirmed,1186.65
6050,21,12,Hyderabadi Biryani,16/09/24,11:25:03,Out for Delivery,739.16
6051,22,73,Fish Curry,02/09/24,14:20:41,Out for Delivery,687.18
6052,31,53,Palak Paneer,17/11/24,15:46:17,Preparing,157.52
6053,24,7,Kadhai Paneer,15/09/24,11:45:18,Out for Delivery,148.16
6054,16,111,Pav Bhaji,02/05/24,10:56:15,Pending,765.84
6055,5,44,Malpua,15/07/24,14:52:25,Delivered,698.98
6056,46,113,Pesarattu,03/11/24,17:57:48,Confirmed,1694.52
6057,44,144,Pav Bhaji,23/08/24,18:58:06,Cancelled,886.78
6058,17,126,Dosa,09/12/24,16:09:33,Preparing,1575.78
6059,38,129,Gulab Jamun,01/05/24,19:44:19,Delivered,1016.84
6060,30,128,Misal Pav,20/05/24,11:34:01,Confirmed,411.36
6061,12,72,Egg Curry,12/10/24,22:28:40,Confirmed,1475.89
6062,2,131,Mysore Pak,17/12/24,10:41:14,Delivered,1557.87
6063,16,128,Baingan Bharta,31/12/24,21:51:07,Out for Delivery,1302.41
6064,16,69,Pesarattu,20/06/24,17:35:40,Out for Delivery,1735.32
6065,41,54,Malpua,22/01/25,21:21:47,Pending,1397.86
6066,3,53,Fish Curry,08/12/24,16:12:15,Out for Delivery,604.32
6067,35,43,Paneer Tikka,24/03/24,16:16:22,Pending,830.58
6068,31,54,Egg Curry,20/03/24,22:09:31,Preparing,1616.78
6069,2,150,Mango Lassi,05/11/24,21:45:04,Cancelled,1094.82
6070,2,36,Palak Paneer,31/05/24,10:08:37,Cancelled,322.64
6071,35,115,Idli Sambar,23/11/24,12:41:45,Cancelled,567.44
6072,26,109,Gajar Ka Halwa,22/02/24,22:39:08,Cancelled,837.07
6073,25,90,Pani Puri,03/03/24,12:38:14,Confirmed,183.17
6074,25,9,Pani Puri,17/07/24,18:11:04,Out for Delivery,752.51
6075,19,147,Pav Bhaji,29/07/24,13:20:10,Confirmed,974.91
6076,40,26,Paneer Tikka,28/01/25,14:23:36,Delivered,1216.61
6077,43,124,Mutton Curry,01/02/25,19:29:01,Pending,1069.8
6078,7,108,Hyderabadi Biryani,13/02/24,12:29:43,Pending,1444.89
6079,3,59,Paneer Tikka,17/05/24,17:59:28,Pending,564.49
